"","X.2","X.1","X","Date","Kick.Off..local.","Home.Team","Away.Team","Venue","Home.Score","Away.Score","Play.Off.Game.","Home.Goals","Home.Behinds","Away.Goals","Away.Behinds","Home.Odds","Away.Odds","Bookmakers.Surveyed","Home.Odds.Open","Home.Odds.Min","Home.Odds.Max","Home.Odds.Close","Away.Odds.Open","Away.Odds.Min","Away.Odds.Max","Away.Odds.Close","Home.Line.Open","Home.Line.Min","Home.Line.Max","Home.Line.Close","Away.Line.Open","Away.Line.Min","Away.Line.Max","Away.Line.Close","Home.Line.Odds.Open","Home.Line.Odds.Min","Home.Line.Odds.Max","Home.Line.Odds.Close","Away.Line.Odds.Open","Away.Line.Odds.Min","Away.Line.Odds.Max","Away.Line.Odds.Close","Total.Score.Open","Total.Score.Min","Total.Score.Max","Total.Score.Close","Total.Score.Over.Open","Total.Score.Over.Min","Total.Score.Over.Max","Total.Score.Over.Close","Total.Score.Under.Open","Total.Score.Under.Min","Total.Score.Under.Max","Total.Score.Under.Close","Notes","Home","Favorite","Underdog","Differential"
"1786",1786,1786,1786,"2010","19:10:00","Western Bulldogs","Geelong","Marvel Stadium",60,161,NA,9,6,25,11,2.38,1.56,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.38,1.56,2.38,0.82
"1787",1787,1787,1787,"2010","14:10:00","Carlton","Richmond","MCG",156,67,NA,23,18,10,7,1.3,3.42,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.3,1.3,3.42,2.12
"1788",1788,1788,1788,"2010","13:10:00","Fremantle","Sydney","Domain Stadium",87,96,NA,13,9,14,12,1.62,2.23,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.62,1.62,2.23,0.61
"1789",1789,1789,1789,"2010","19:40:00","Essendon","Collingwood","MCG",64,162,NA,10,4,24,18,6.64,1.1,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.64,1.1,6.64,5.54
"1790",1790,1790,1790,"2010","16:10:00","Adelaide","Western Bulldogs","AAMI Stadium",53,61,NA,7,11,8,13,3.21,1.33,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.21,1.33,3.21,1.88
"1791",1791,1791,1791,"2010","14:10:00","Melbourne","Richmond","MCG",109,80,NA,16,13,11,14,1.52,2.47,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.52,1.52,2.47,0.95
"1792",1792,1792,1792,"2010","13:10:00","St Kilda","Port Adelaide","Marvel Stadium",151,57,NA,23,13,8,9,1.2,4.4,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2,1.2,4.4,3.2
"1793",1793,1793,1793,"2010","19:10:00","Geelong","Collingwood","MCG",85,107,NA,12,13,14,23,1.76,1.99,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.76,1.76,1.99,0.23
"1794",1794,1794,1794,"2010","17:40:00","West Coast","Brisbane","Domain Stadium",65,70,NA,9,11,10,10,1.61,2.25,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.61,1.61,2.25,0.64
"1795",1795,1795,1795,"2010","14:10:00","North Melbourne","Fremantle","Marvel Stadium",123,69,NA,19,9,10,9,1.83,1.9,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.83,1.83,1.9,0.0699999999999998
"1796",1796,1796,1796,"2010","14:10:00","Sydney","Hawthorn","SCG",129,85,NA,19,15,13,7,2.01,1.74,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.01,1.74,2.01,0.27
"1797",1797,1797,1797,"2010","19:40:00","Essendon","Carlton","MCG",73,149,NA,9,19,23,11,1.91,1.81,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.91,1.81,1.91,0.0999999999999999
"1798",1798,1798,1798,"2010","14:40:00","Fremantle","West Coast","Domain Stadium",160,85,NA,24,16,13,7,1.39,2.91,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.39,1.39,2.91,1.52
"1799",1799,1799,1799,"2010","14:10:00","Western Bulldogs","North Melbourne","Marvel Stadium",143,72,NA,22,11,10,12,1.16,5.02,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.16,1.16,5.02,3.86
"1800",1800,1800,1800,"2010","13:10:00","Richmond","Adelaide","MCG",100,80,NA,15,10,11,14,2.25,1.61,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.25,1.61,2.25,0.64
"1801",1801,1801,1801,"2010","19:10:00","Brisbane","Melbourne","Gabba",64,74,NA,9,10,11,8,1.75,2,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.75,1.75,2,0.25
"1802",1802,1802,1802,"2010","19:10:00","Sydney","Geelong","ANZ Stadium",72,125,NA,9,18,20,5,4.07,1.23,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.07,1.23,4.07,2.84
"1803",1803,1803,1803,"2010","14:40:00","Port Adelaide","Hawthorn","AAMI Stadium",92,84,NA,13,14,12,12,3.14,1.33,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.14,1.33,3.14,1.81
"1804",1804,1804,1804,"2010","14:10:00","Collingwood","Carlton","MCG",105,57,NA,15,15,9,3,1.19,4.48,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.19,1.19,4.48,3.29
"1805",1805,1805,1805,"2010","19:40:00","Essendon","St Kilda","Marvel Stadium",108,75,NA,16,12,11,9,4.74,1.17,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.74,1.17,4.74,3.57
"1806",1806,1806,1806,"2010","16:10:00","Port Adelaide","Adelaide","AAMI Stadium",88,69,NA,13,10,9,15,3.36,1.3,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.36,1.3,3.36,2.06
"1807",1807,1807,1807,"2010","14:10:00","Melbourne","Sydney","MCG",142,69,NA,22,10,10,9,2.28,1.59,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.28,1.59,2.28,0.69
"1808",1808,1808,1808,"2010","13:10:00","Western Bulldogs","Fremantle","Marvel Stadium",158,76,NA,24,14,12,4,1.3,3.43,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.3,1.3,3.43,2.13
"1809",1809,1809,1809,"2010","19:10:00","North Melbourne","Essendon","Marvel Stadium",119,122,NA,18,11,18,14,1.43,2.73,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.43,1.43,2.73,1.3
"1810",1810,1810,1810,"2010","17:40:00","West Coast","Carlton","Domain Stadium",83,109,NA,11,17,15,19,1.84,1.88,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.84,1.84,1.88,0.0399999999999998
"1811",1811,1811,1811,"2010","14:10:00","Geelong","Brisbane","GMHBA Stadium",127,64,NA,19,13,9,10,1.06,8.69,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.06,1.06,8.69,7.63
"1812",1812,1812,1812,"2010","14:10:00","Collingwood","Richmond","MCG",127,45,NA,19,13,6,9,1.1,6.5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1,1.1,6.5,5.4
"1813",1813,1813,1813,"2010","19:40:00","St Kilda","Hawthorn","Marvel Stadium",87,87,NA,14,3,13,9,1.72,2.04,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.72,1.72,2.04,0.32
"1814",1814,1814,1814,"2010","14:40:00","Fremantle","Melbourne","Domain Stadium",82,71,NA,11,16,10,11,1.2,4.33,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2,1.2,4.33,3.13
"1815",1815,1815,1815,"2010","14:10:00","Richmond","North Melbourne","MCG",53,103,NA,7,11,15,13,1.74,2.01,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.74,1.74,2.01,0.27
"1816",1816,1816,1816,"2010","13:10:00","Carlton","Sydney","Marvel Stadium",68,107,NA,10,8,16,11,1.57,2.31,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.57,1.57,2.31,0.74
"1817",1817,1817,1817,"2010","19:40:00","Western Bulldogs","Port Adelaide","TIO Stadium",83,47,NA,12,11,7,5,1.15,5.08,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.15,1.15,5.08,3.93
"1818",1818,1818,1818,"2010","19:10:00","Essendon","West Coast","Marvel Stadium",100,132,NA,14,16,20,12,1.4,2.85,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.4,1.4,2.85,1.45
"1819",1819,1819,1819,"2010","14:10:00","Hawthorn","Brisbane","University of Tasmania Stadium",118,43,NA,17,16,7,1,1.27,3.62,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.27,1.27,3.62,2.35
"1820",1820,1820,1820,"2010","14:10:00","Collingwood","St Kilda","MCG",100,52,NA,15,10,6,16,2.05,1.71,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.05,1.71,2.05,0.34
"1821",1821,1821,1821,"2010","20:10:00","Adelaide","Geelong","AAMI Stadium",74,63,NA,11,8,9,9,3.5,1.29,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5,1.29,3.5,2.21
"1822",1822,1822,1822,"2010","16:40:00","Carlton","Western Bulldogs","Marvel Stadium",58,126,NA,8,10,20,6,2.5,1.5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5,1.5,2.5,1
"1823",1823,1823,1823,"2010","14:10:00","Melbourne","Essendon","MCG",122,103,NA,19,8,14,19,1.89,1.86,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.89,1.86,1.89,0.0299999999999998
"1824",1824,1824,1824,"2010","13:10:00","Sydney","North Melbourne","SCG",85,55,NA,12,13,7,13,1.42,2.78,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.42,1.42,2.78,1.36
"1825",1825,1825,1825,"2010","19:10:00","Richmond","Fremantle","Marvel Stadium",100,81,NA,15,10,11,15,2.61,1.46,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.61,1.46,2.61,1.15
"1826",1826,1826,1826,"2010","19:10:00","Brisbane","St Kilda","Gabba",65,79,NA,10,5,11,13,4.21,1.21,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.21,1.21,4.21,3
"1827",1827,1827,1827,"2010","14:10:00","Geelong","Hawthorn","MCG",85,83,NA,12,13,11,17,1.33,3.18,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.33,1.33,3.18,1.85
"1828",1828,1828,1828,"2010","13:10:00","West Coast","Adelaide","Domain Stadium",95,117,NA,14,11,17,15,2.63,1.46,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.63,1.46,2.63,1.17
"1829",1829,1829,1829,"2010","20:10:00","Port Adelaide","Collingwood","AAMI Stadium",79,105,NA,12,7,16,9,5.06,1.15,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.06,1.15,5.06,3.91
"1830",1830,1830,1830,"2010","16:40:00","St Kilda","Melbourne","Marvel Stadium",100,65,NA,15,10,9,11,1.12,5.81,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.12,1.12,5.81,4.69
"1831",1831,1831,1831,"2010","14:10:00","Richmond","Sydney","MCG",89,85,NA,14,5,12,13,2.14,1.66,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.14,1.66,2.14,0.48
"1832",1832,1832,1832,"2010","13:10:00","Geelong","North Melbourne","GMHBA Stadium",98,63,NA,14,14,9,9,1.14,5.38,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.14,1.14,5.38,4.24
"1833",1833,1833,1833,"2010","19:10:00","Adelaide","Essendon","AAMI Stadium",124,40,NA,19,10,5,10,1.58,2.3,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.58,1.58,2.3,0.72
"1834",1834,1834,1834,"2010","19:10:00","Collingwood","West Coast","Marvel Stadium",135,52,NA,20,15,7,10,1.06,9,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.06,1.06,9,7.94
"1835",1835,1835,1835,"2010","13:10:00","Fremantle","Port Adelaide","Domain Stadium",115,58,NA,17,13,8,10,1.11,6.13,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.11,1.11,6.13,5.02
"1836",1836,1836,1836,"2010","19:40:00","Hawthorn","Western Bulldogs","MCG",79,76,NA,12,7,11,10,2.3,1.57,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.3,1.57,2.3,0.73
"1837",1837,1837,1837,"2010","19:10:00","Carlton","Brisbane","Marvel Stadium",120,65,NA,18,12,9,11,1.25,3.85,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.25,1.25,3.85,2.6
"1838",1838,1838,1838,"2010","14:40:00","Adelaide","Melbourne","AAMI Stadium",117,73,NA,16,21,11,7,1.59,2.28,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.59,1.59,2.28,0.69
"1839",1839,1839,1839,"2010","19:10:00","Sydney","Collingwood","ANZ Stadium",71,96,NA,10,11,13,18,2.23,1.62,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.23,1.62,2.23,0.61
"1840",1840,1840,1840,"2010","19:50:00","St Kilda","Geelong","MCG",70,46,NA,10,10,6,10,3.09,1.34,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.09,1.34,3.09,1.75
"1841",1841,1841,1841,"2010","14:40:00","West Coast","Western Bulldogs","Domain Stadium",59,119,NA,9,5,17,17,3.25,1.33,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.25,1.33,3.25,1.92
"1842",1842,1842,1842,"2010","13:10:00","North Melbourne","Port Adelaide","Marvel Stadium",129,93,NA,19,15,14,9,1.35,3.08,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.35,1.35,3.08,1.73
"1843",1843,1843,1843,"2010","19:10:00","Brisbane","Richmond","Gabba",86,105,NA,12,14,15,15,1.41,2.82,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.41,1.41,2.82,1.41
"1844",1844,1844,1844,"2010","19:10:00","Carlton","Fremantle","Marvel Stadium",87,96,NA,12,15,14,12,1.62,2.23,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.62,1.62,2.23,0.61
"1845",1845,1845,1845,"2010","19:40:00","Hawthorn","Essendon","MCG",102,86,NA,14,18,13,8,1.55,2.39,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.55,1.55,2.39,0.84
"1846",1846,1846,1846,"2010","14:10:00","Melbourne","Collingwood","MCG",76,76,NA,11,10,9,22,4.98,1.16,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.98,1.16,4.98,3.82
"1847",1847,1847,1847,"2010","14:40:00","Fremantle","St Kilda","Domain Stadium",67,85,NA,10,7,12,13,1.64,2.18,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.64,1.64,2.18,0.54
"1848",1848,1848,1848,"2010","14:10:00","Western Bulldogs","Brisbane","Marvel Stadium",121,56,NA,17,19,8,8,1.24,4.02,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.24,1.24,4.02,2.78
"1849",1849,1849,1849,"2010","13:10:00","Richmond","West Coast","MCG",126,77,NA,19,12,11,11,1.82,1.93,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.82,1.82,1.93,0.11
"1850",1850,1850,1850,"2010","19:10:00","Port Adelaide","Sydney","AAMI Stadium",55,93,NA,8,7,14,9,1.77,1.97,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.77,1.77,1.97,0.2
"1851",1851,1851,1851,"2010","19:10:00","Essendon","Geelong","Marvel Stadium",83,154,NA,12,11,23,16,4.18,1.22,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.18,1.22,4.18,2.96
"1852",1852,1852,1852,"2010","14:10:00","Hawthorn","Adelaide","University of Tasmania Stadium",124,77,NA,19,10,11,11,1.39,2.91,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.39,1.39,2.91,1.52
"1853",1853,1853,1853,"2010","19:40:00","North Melbourne","Carlton","Marvel Stadium",97,68,NA,14,13,10,8,3.7,1.27,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.7,1.27,3.7,2.43
"1854",1854,1854,1854,"2010","16:40:00","Collingwood","Western Bulldogs","Marvel Stadium",113,103,NA,17,11,16,7,1.67,2.11,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.67,1.67,2.11,0.44
