"","Season","Date","Round","Team","Opposition","Out","Reason"
"304","2012","May 20, 2012","8","Brisbane Lions","GWS Giants","Todd Banfield","Leg"
"305","2012","May 20, 2012","8","Brisbane Lions","GWS Giants","Niall McKeever","Omitted"
"306","2012","May 20, 2012","8","Brisbane Lions","GWS Giants","James Hawksley","Omitted"
"307","2012","May 20, 2012","8","Brisbane Lions","GWS Giants","Ryan Harwood","Omitted"
"308","2012","May 20, 2012","8","GWS Giants","Brisbane Lions","Tomas Bugg","Rested"
"309","2012","May 20, 2012","8","GWS Giants","Brisbane Lions","Adam Kennedy","Shoulder"
"310","2012","May 20, 2012","8","GWS Giants","Brisbane Lions","Jacob Townsend","Omitted"
"311","2012","May 20, 2012","8","GWS Giants","Brisbane Lions","Dylan Shiel","Rested"
"312","2012","May 20, 2012","8","GWS Giants","Brisbane Lions","Devon Smith","Rested"
"313","2012","May 20, 2012","8","GWS Giants","Brisbane Lions","Liam Sumner","Foot"
"314","2012","May 20, 2012","8","Carlton","Adelaide Crows","Aaron Joseph","Omitted"
"315","2012","May 20, 2012","8","Carlton","Adelaide Crows","Jarrad Waite","Back"
"316","2012","May 20, 2012","8","Adelaide Crows","Carlton","Jarryd Lyons","Omitted"
"317","2012","May 20, 2012","8","Adelaide Crows","Carlton","Taylor Walker","Suspension"
"318","2012","May 20, 2012","8","West Coast Eagles","St Kilda","Matt Priddis","Omitted"
"319","2012","May 20, 2012","8","West Coast Eagles","St Kilda","Scott Lycett","Omitted"
"320","2012","May 20, 2012","8","West Coast Eagles","St Kilda","Mitchell Brown","Omitted"
"321","2012","May 20, 2012","8","West Coast Eagles","St Kilda","Ryan Neates","Omitted"
"322","2012","May 20, 2012","8","St Kilda","West Coast Eagles","Arryn Siposs","Omitted"
"323","2012","May 25, 2012","9","Western Bulldogs","Geelong Cats","Clay Smith","Omitted"
"324","2012","May 25, 2012","9","Western Bulldogs","Geelong Cats","Dylan Addison","Suspension"
"325","2012","May 25, 2012","9","Western Bulldogs","Geelong Cats","Jarrad Grant","Omitted"
"326","2012","May 25, 2012","9","Western Bulldogs","Geelong Cats","Ayce Cordy","Omitted"
"327","2012","May 25, 2012","9","Geelong Cats","Western Bulldogs","James Kelly","Calf"
"328","2012","May 25, 2012","9","Geelong Cats","Western Bulldogs","Billie Smedts","Omitted"
"329","2012","May 26, 2012","9","Richmond","Hawthorn","Jake Batchelor","Omitted"
"330","2012","May 26, 2012","9","Richmond","Hawthorn","Brad J. Miller","Omitted"
"331","2012","May 26, 2012","9","Richmond","Hawthorn","Dylan Grimes","Hamstring"
"332","2012","May 26, 2012","9","Gold Coast Suns","Port Adelaide","Luke Russell","Rested"
"333","2012","May 26, 2012","9","Port Adelaide","Gold Coast Suns","John Butcher","Hip"
"334","2012","May 26, 2012","9","St Kilda","Sydney Swans","Rhys Stanley","Hamstring"
"335","2012","May 26, 2012","9","St Kilda","Sydney Swans","Beau Wilkes","Omitted"
"336","2012","May 26, 2012","9","Adelaide Crows","Collingwood","Tom T. Lynch","Omitted"
"337","2012","May 26, 2012","9","Collingwood","Adelaide Crows","Dane Swan","Hamstring"
"338","2012","May 26, 2012","9","Collingwood","Adelaide Crows","Ben Reid","Quad"
"339","2012","May 26, 2012","9","GWS Giants","Essendon","Rhys Palmer","Omitted"
"340","2012","May 26, 2012","9","GWS Giants","Essendon","Israel Folau","Omitted"
"341","2012","May 26, 2012","9","GWS Giants","Essendon","Adam Tomlinson","Omitted"
"342","2012","May 26, 2012","9","GWS Giants","Essendon","Nathan Wilson","Omitted"
"343","2012","May 26, 2012","9","GWS Giants","Essendon","Toby Greene","Suspension"
"344","2012","May 26, 2012","9","GWS Giants","Essendon","Will Hoskin-Elliott","Omitted"
"345","2012","May 26, 2012","9","GWS Giants","Essendon","Matthew Buntine","Omitted"
"346","2012","May 26, 2012","9","Essendon","GWS Giants","Dyson Heppell","Knee"
"347","2012","May 26, 2012","9","Essendon","GWS Giants","Dustin Fletcher","Groin"
"348","2012","May 26, 2012","9","Essendon","GWS Giants","Kyle Hardingham","Omitted"
"349","2012","May 26, 2012","9","Essendon","GWS Giants","Leroy Jetta","Suspension"
"350","2012","May 27, 2012","9","North Melbourne","Brisbane Lions","Ben Warren","Omitted"
"351","2012","May 27, 2012","9","North Melbourne","Brisbane Lions","Brad McKenzie","Omitted"
"352","2012","May 27, 2012","9","North Melbourne","Brisbane Lions","Cameron Pedersen","Omitted"
"353","2012","May 27, 2012","9","North Melbourne","Brisbane Lions","Lindsay Thomas","Omitted"
"354","2012","May 27, 2012","9","Brisbane Lions","North Melbourne","Jared Polec","Omitted"
"355","2012","May 27, 2012","9","Brisbane Lions","North Melbourne","Patrick Karnezis","Omitted"
"356","2012","May 27, 2012","9","Carlton","Melbourne","Bret Thornton","strain"
"357","2012","May 27, 2012","9","Carlton","Melbourne","Chris Yarran","Omitted"
"358","2012","May 27, 2012","9","Carlton","Melbourne","Marc Murphy","Shoulder"
"359","2012","May 27, 2012","9","Carlton","Melbourne","Jordan Russell","Omitted"
"360","2012","May 27, 2012","9","Carlton","Melbourne","Nick Duigan","Calf"
"361","2012","May 27, 2012","9","Carlton","Melbourne","Lachie Henderson","Omitted"
"362","2012","May 27, 2012","9","Melbourne","Carlton","Clint Bartram","Omitted"
"363","2012","May 27, 2012","9","Melbourne","Carlton","Aaron Davey","Omitted"
"364","2012","May 27, 2012","9","Melbourne","Carlton","Colin Sylvia","Omitted"
"365","2012","May 27, 2012","9","Melbourne","Carlton","Cale Morton","Omitted"
"366","2012","May 27, 2012","9","Melbourne","Carlton","Liam Jurrah","Ankle"
"367","2012","May 27, 2012","9","West Coast Eagles","Fremantle","Koby Stevens","Omitted"
"368","2012","May 27, 2012","9","Fremantle","West Coast Eagles","Dylan Roberton","Omitted"
"369","2012","May 27, 2012","9","Fremantle","West Coast Eagles","Garrick Ibbotson","Omitted"
"370","2012","May 27, 2012","9","Fremantle","West Coast Eagles","Lee Spurr","Omitted"
"371","2012","Jun 01, 2012","10","St Kilda","Richmond","Jarryn Geary","Injured"
"372","2012","Jun 01, 2012","10","Richmond","St Kilda","Matt Dea","Leg"
"373","2012","Jun 02, 2012","10","Geelong Cats","GWS Giants","Jonathan Simpkin","Omitted"
"374","2012","Jun 02, 2012","10","Geelong Cats","GWS Giants","Corey Enright","Omitted"
"375","2012","Jun 02, 2012","10","Geelong Cats","GWS Giants","Joel Corey","Omitted"
"376","2012","Jun 02, 2012","10","Geelong Cats","GWS Giants","Steven Motlop","Omitted"
"377","2012","Jun 02, 2012","10","Geelong Cats","GWS Giants","Tom J. Hawkins","Knee"
"378","2012","Jun 02, 2012","10","GWS Giants","Geelong Cats","Curtly Hampton","Omitted"
"379","2012","Jun 02, 2012","10","GWS Giants","Geelong Cats","Adam Kennedy","Shoulder"
"380","2012","Jun 02, 2012","10","Hawthorn","North Melbourne","Stephen Gilham","Omitted"
"381","2012","Jun 02, 2012","10","Fremantle","Adelaide Crows","Jay van Berlo","Omitted"
"382","2012","Jun 02, 2012","10","Fremantle","Adelaide Crows","Jonathon Griffin","Omitted"
"383","2012","Jun 02, 2012","10","Fremantle","Adelaide Crows","Alex Silvagni","Omitted"
"384","2012","Jun 02, 2012","10","Adelaide Crows","Fremantle","David Mackay","Hamstring"
"385","2012","Jun 02, 2012","10","Adelaide Crows","Fremantle","Ricky Henderson","Omitted"
"386","2012","Jun 02, 2012","10","Port Adelaide","Carlton","John McCarthy","Omitted"
"387","2012","Jun 02, 2012","10","Port Adelaide","Carlton","Daniel Stewart","Omitted"
"388","2012","Jun 02, 2012","10","Carlton","Port Adelaide","Kane Lucas","Omitted"
"389","2012","Jun 02, 2012","10","Carlton","Port Adelaide","Matthew Kreuzer","Omitted"
"390","2012","Jun 02, 2012","10","Essendon","Melbourne","Mark McVeigh","Hip"
"391","2012","Jun 02, 2012","10","Essendon","Melbourne","Henry Slattery","Omitted"
"392","2012","Jun 02, 2012","10","Essendon","Melbourne","Cale Hooker","Omitted"
"393","2012","Jun 02, 2012","10","Melbourne","Essendon","Rohan Bail","Omitted"
"394","2012","Jun 02, 2012","10","Melbourne","Essendon","Jamie Bennell","Omitted"
"395","2012","Jun 02, 2012","10","Melbourne","Essendon","James Frawley","Foot"
"396","2012","Jun 03, 2012","10","Brisbane Lions","West Coast Eagles","Billy Longer","Back"
"397","2012","Jun 03, 2012","10","Brisbane Lions","West Coast Eagles","Simon Black","Knee"
"398","2012","Jun 03, 2012","10","Brisbane Lions","West Coast Eagles","Elliot Yeo","Omitted"
"399","2012","Jun 03, 2012","10","West Coast Eagles","Brisbane Lions","Sam Butler","Hamstring"
"400","2012","Jun 03, 2012","10","West Coast Eagles","Brisbane Lions","Luke Shuey","Suspension"
"401","2012","Jun 03, 2012","10","Sydney Swans","Western Bulldogs","Tommy Walsh","Omitted"
"402","2012","Jun 03, 2012","10","Sydney Swans","Western Bulldogs","Nick Malceski","Omitted"
"403","2012","Jun 03, 2012","10","Western Bulldogs","Sydney Swans","Justin Sherman","Omitted"
"404","2012","Jun 03, 2012","10","Western Bulldogs","Sydney Swans","Zephaniah Skinner","Omitted"
"405","2012","Jun 03, 2012","10","Western Bulldogs","Sydney Swans","Liam Jones","Omitted"
"406","2012","Jun 03, 2012","10","Collingwood","Gold Coast Suns","Lachlan Keeffe","Knee"
"407","2012","Jun 03, 2012","10","Collingwood","Gold Coast Suns","Heath Shaw","Calf"
"408","2012","Jun 03, 2012","10","Collingwood","Gold Coast Suns","Alan Toovey","Omitted"
"409","2012","Jun 03, 2012","10","Collingwood","Gold Coast Suns","Darren Jolly","Omitted"
"410","2012","Jun 03, 2012","10","Gold Coast Suns","Collingwood","Zac Smith","Omitted"
"411","2012","Jun 03, 2012","10","Gold Coast Suns","Collingwood","Dion Prestia","Omitted"
"412","2012","Jun 03, 2012","10","Gold Coast Suns","Collingwood","Seb Tape","Rested"
"413","2012","Jun 03, 2012","10","Gold Coast Suns","Collingwood","Jeremy Taylor","Quad"
"414","2012","Jun 08, 2012","11","Carlton","Geelong Cats","Paul Bower","Omitted"
"415","2012","Jun 08, 2012","11","Carlton","Geelong Cats","Heath Scotland","Calf"
"416","2012","Jun 08, 2012","11","Carlton","Geelong Cats","Ed Curnow","Omitted"
"417","2012","Jun 08, 2012","11","Geelong Cats","Carlton","James Podsiadly","Omitted"
"418","2012","Jun 08, 2012","11","Geelong Cats","Carlton","Lincoln McCarthy","Omitted"
"419","2012","Jun 08, 2012","11","Geelong Cats","Carlton","Billie Smedts","Omitted"
"420","2012","Jun 08, 2012","11","Geelong Cats","Carlton","Jordan Schroder","Omitted"
"421","2012","Jun 08, 2012","11","Geelong Cats","Carlton","Tom Gillies","Omitted"
"422","2012","Jun 09, 2012","11","Richmond","Fremantle","Nathan Foley","Leg"
"423","2012","Jun 09, 2012","11","Richmond","Fremantle","Jake King","Suspension"
"424","2012","Jun 09, 2012","11","Fremantle","Richmond","Paul Duffield","Omitted"
"425","2012","Jun 09, 2012","11","Fremantle","Richmond","John Anthony","Omitted"
"426","2012","Jun 09, 2012","11","Fremantle","Richmond","Zac Clarke","Omitted"
"427","2012","Jun 09, 2012","11","Gold Coast Suns","St Kilda","Tom Lynch","Foot"
"428","2012","Jun 09, 2012","11","Gold Coast Suns","St Kilda","Joel Wilkinson","Omitted"
"429","2012","Jun 09, 2012","11","Gold Coast Suns","St Kilda","Alik Magin","Omitted"
"430","2012","Jun 09, 2012","11","Gold Coast Suns","St Kilda","Kyal Horsley","Rested"
"431","2012","Jun 09, 2012","11","St Kilda","Gold Coast Suns","Jamie Cripps","Omitted"
"432","2012","Jun 09, 2012","11","St Kilda","Gold Coast Suns","Farren Ray","Omitted"
"433","2012","Jun 09, 2012","11","Essendon","Sydney Swans","Travis Colyer","Omitted"
"434","2012","Jun 09, 2012","11","Essendon","Sydney Swans","Tayte Pears","Knee"
"435","2012","Jun 09, 2012","11","Essendon","Sydney Swans","David Zaharakis","Omitted"
"436","2012","Jun 09, 2012","11","Sydney Swans","Essendon","Luke Parker","Shoulder"
"437","2012","Jun 09, 2012","11","Sydney Swans","Essendon","Ben McGlynn","Suspension"
"438","2012","Jun 10, 2012","11","Port Adelaide","Hawthorn","Travis Boak","Foot"
"439","2012","Jun 10, 2012","11","Port Adelaide","Hawthorn","Matt Thomas","Omitted"
"440","2012","Jun 10, 2012","11","Hawthorn","Port Adelaide","Jordan Lewis","Suspension"
"441","2012","Jun 11, 2012","11","Melbourne","Collingwood","Joel MacDonald","Omitted"
"442","2012","Jun 11, 2012","11","Collingwood","Melbourne","Cameron Wood","Omitted"
"443","2012","Jun 11, 2012","11","Collingwood","Melbourne","Kirk Ugle","Omitted"
"444","2012","Jun 11, 2012","11","Collingwood","Melbourne","Scott Pendlebury","Leg"
"445","2012","Jun 14, 2012","12","West Coast Eagles","Carlton","Beau Waters","Suspension"
"446","2012","Jun 14, 2012","12","Carlton","West Coast Eagles","Josh Bootsma","Omitted"
"447","2012","Jun 14, 2012","12","Carlton","West Coast Eagles","Shaun Hampson","Omitted"
"448","2012","Jun 15, 2012","12","Adelaide Crows","St Kilda","Bernie Vince","Suspension"
"449","2012","Jun 15, 2012","12","Adelaide Crows","St Kilda","Brodie Smith","Omitted"
"450","2012","Jun 15, 2012","12","Adelaide Crows","St Kilda","Graham Johncock","Back"
"451","2012","Jun 15, 2012","12","St Kilda","Adelaide Crows","Tom Simpkin","Omitted"
"452","2012","Jun 15, 2012","12","St Kilda","Adelaide Crows","Ahmed Saad","Omitted"
"453","2012","Jun 15, 2012","12","St Kilda","Adelaide Crows","Jack Newnes","Omitted"
"454","2012","Jun 16, 2012","12","GWS Giants","Richmond","Sam Reid","Shoulder"
"455","2012","Jun 16, 2012","12","GWS Giants","Richmond","Stephen Coniglio","Hand"
"456","2012","Jun 16, 2012","12","GWS Giants","Richmond","Nick Haynes","Omitted"
"457","2012","Jun 16, 2012","12","GWS Giants","Richmond","Jacob Townsend","Jaw"
"458","2012","Jun 16, 2012","12","GWS Giants","Richmond","Jonathan Giles","Calf"
"459","2012","Jun 16, 2012","12","GWS Giants","Richmond","Dom Tyson","Shin"
"460","2012","Jun 16, 2012","12","Richmond","GWS Giants","Addam Maric","Omitted"
"461","2012","Jun 16, 2012","12","Richmond","GWS Giants","Tyrone Vickery","Leg"
"462","2012","Jun 16, 2012","12","Richmond","GWS Giants","Steven Morris","Shoulder"
"463","2012","Jun 16, 2012","12","Gold Coast Suns","North Melbourne","Joshua Toy","Omitted"
"464","2012","Jun 16, 2012","12","Gold Coast Suns","North Melbourne","Matthew Shaw","Omitted"
"465","2012","Jun 16, 2012","12","Gold Coast Suns","North Melbourne","Campbell Brown","Knee"
"466","2012","Jun 16, 2012","12","Gold Coast Suns","North Melbourne","Andrew McQualter","Omitted"
"467","2012","Jun 16, 2012","12","Gold Coast Suns","North Melbourne","Aaron Hall","Omitted"
"468","2012","Jun 16, 2012","12","North Melbourne","Gold Coast Suns","Cameron Delaney","Omitted"
"469","2012","Jun 16, 2012","12","North Melbourne","Gold Coast Suns","Luke Delaney","Omitted"
"470","2012","Jun 16, 2012","12","North Melbourne","Gold Coast Suns","Aaron Edwards","Omitted"
"471","2012","Jun 16, 2012","12","North Melbourne","Gold Coast Suns","Cruize Garlett","Omitted"
"472","2012","Jun 17, 2012","12","Hawthorn","Brisbane Lions","Brendan Whitecross","Hip"
"473","2012","Jun 17, 2012","12","Brisbane Lions","Hawthorn","Ashley McGrath","Knee"
"474","2012","Jun 17, 2012","12","Western Bulldogs","Port Adelaide","Patrick Veszpremi","Omitted"
"475","2012","Jun 17, 2012","12","Western Bulldogs","Port Adelaide","Ryan Hargrave","Omitted"
"476","2012","Jun 17, 2012","12","Western Bulldogs","Port Adelaide","Daniel Pearce","Hip"
"477","2012","Jun 17, 2012","12","Port Adelaide","Western Bulldogs","Alipate Carlile","Omitted"
"478","2012","Jun 17, 2012","12","Port Adelaide","Western Bulldogs","Cameron Hitchcock","Omitted"
"479","2012","Jun 22, 2012","13","Sydney Swans","Geelong Cats","Trent Dennis-Lane","Omitted"
"480","2012","Jun 22, 2012","13","Sydney Swans","Geelong Cats","Nick Malceski","Omitted"
"481","2012","Jun 22, 2012","13","Geelong Cats","Sydney Swans","Jesse Stringer","Omitted"
"482","2012","Jun 22, 2012","13","Geelong Cats","Sydney Swans","Cameron Guthrie","Omitted"
"483","2012","Jun 22, 2012","13","Geelong Cats","Sydney Swans","Orren Stephenson","Omitted"
"484","2012","Jun 23, 2012","13","Western Bulldogs","Brisbane Lions","Will Minson","Suspension"
"485","2012","Jun 23, 2012","13","Brisbane Lions","Western Bulldogs","Jared Polec","Omitted"
"486","2012","Jun 23, 2012","13","Brisbane Lions","Western Bulldogs","Aaron Cornelius","Omitted"
"487","2012","Jun 23, 2012","13","Collingwood","West Coast Eagles","Chris Tarrant","Omitted"
"488","2012","Jun 23, 2012","13","Collingwood","West Coast Eagles","Alan Didak","Adductor"
"489","2012","Jun 23, 2012","13","Collingwood","West Coast Eagles","Ben Sinclair","Ankle"
"490","2012","Jun 23, 2012","13","West Coast Eagles","Collingwood","Adam Selwood","Illness"
"491","2012","Jun 23, 2012","13","West Coast Eagles","Collingwood","Will Schofield","Hamstring"
"492","2012","Jun 23, 2012","13","Fremantle","Essendon","Hayden Ballantyne","Suspension"
"493","2012","Jun 23, 2012","13","Fremantle","Essendon","Zac Dawson","Knee"
"494","2012","Jun 23, 2012","13","Fremantle","Essendon","Stephen Hill","Ankle"
"495","2012","Jun 23, 2012","13","Fremantle","Essendon","Aaron Sandilands","Toe"
"496","2012","Jun 23, 2012","13","Essendon","Fremantle","Tom Bellchambers","Omitted"
"497","2012","Jun 23, 2012","13","Essendon","Fremantle","Ricky Dyson","Omitted"
"498","2012","Jun 23, 2012","13","Essendon","Fremantle","Sam Lonergan","Omitted"
"499","2012","Jun 23, 2012","13","Essendon","Fremantle","Alwyn Davey","Suspension"
"500","2012","Jun 24, 2012","13","Melbourne","GWS Giants","Brad Green","Hip"
"501","2012","Jun 24, 2012","13","Melbourne","GWS Giants","Luke Tapscott","Suspension"
"502","2012","Jun 24, 2012","13","Melbourne","GWS Giants","Cale Morton","Omitted"
"503","2012","Jun 24, 2012","13","GWS Giants","Melbourne","Chad Cornes","rested"
"504","2012","Jun 24, 2012","13","GWS Giants","Melbourne","Andrew Phillips","Omitted"
"505","2012","Jun 24, 2012","13","GWS Giants","Melbourne","Sam Schulz","Calf"
"506","2012","Jun 24, 2012","13","North Melbourne","Adelaide Crows","Aaron Black","Omitted"
"507","2012","Jun 24, 2012","13","North Melbourne","Adelaide Crows","Levi Greenwood","Omitted"
"508","2012","Jun 24, 2012","13","Adelaide Crows","North Melbourne","Josh Jenkins","Omitted"
"509","2012","Jun 24, 2012","13","Adelaide Crows","North Melbourne","Chris Knights","Omitted"
"510","2012","Jun 29, 2012","14","Carlton","Hawthorn","Andrew D. Collins","Omitted"
"511","2012","Jun 29, 2012","14","Carlton","Hawthorn","Lachie Henderson","Groin"
"512","2012","Jun 29, 2012","14","Hawthorn","Carlton","Thomas Murphy","Omitted"
"513","2012","Jun 29, 2012","14","Hawthorn","Carlton","Bradley Hill","Omitted"
"514","2012","Jun 30, 2012","14","Collingwood","Fremantle","Tom Young","Omitted"
"515","2012","Jun 30, 2012","14","Collingwood","Fremantle","Martin Clarke","Omitted"
"516","2012","Jun 30, 2012","14","Fremantle","Collingwood","Jesse Crichton","Omitted"
"517","2012","Jun 30, 2012","14","Fremantle","Collingwood","Hayden Crozier","Illness"
"518","2012","Jun 30, 2012","14","Adelaide Crows","Richmond","Matthew Jaensch","Omitted"
"519","2012","Jun 30, 2012","14","Adelaide Crows","Richmond","Shaun McKernan","Omitted"
"520","2012","Jun 30, 2012","14","Richmond","Adelaide Crows","Jake Batchelor","Omitted"
"521","2012","Jun 30, 2012","14","Richmond","Adelaide Crows","Reece Conca","Omitted"
"522","2012","Jun 30, 2012","14","Richmond","Adelaide Crows","Brett O'Hanlon","Omitted"
