"","X","Day","Date","Year","Time","Home","Away","Attendance","Venue","Home.Odds","Away.Odds","Line","Favorite","Underdog","Differential","venueavg","Attendance_Differential","HomeVenueAvg","HomeDifferential","HomeDifferentialPct","TimeBucket"
"119",119,"Sat","07-Aug-2010",2010,"2:10","North Melbourne","Fremantle",14891,"Docklands",1.83,1.9,NA,1.83,1.9,0.0699999999999998,31157.9865168539,-16266.9865168539,27670.4819277108,-12779.4819277108,-0.461845296409988,2
"120",120,"Sat","07-Aug-2010",2010,"2:10","Sydney","Hawthorn",29431,"S.C.G.",2.01,1.74,NA,1.74,2.01,0.27,29955.7356321839,-524.735632183907,29955.7356321839,-524.735632183907,-0.0175170337536342,2
"121",121,"Fri","06-Aug-2010",2010,"7:40","Essendon","Carlton",57095,"M.C.G.",1.91,1.81,NA,1.81,1.91,0.0999999999999999,50394.4829157175,6700.51708428246,61878.2051282051,-4783.20512820513,-0.0773003211436859,7
"122",122,"Sun","01-Aug-2010",2010,"2:40","Fremantle","West Coast",40451,"Subiaco",1.39,2.91,NA,1.39,2.91,1.52,35153.3529411765,5297.64705882353,34175.9680851064,6275.03191489362,0.183609485450925,2
"123",123,"Sun","01-Aug-2010",2010,"2:10","Western Bulldogs","North Melbourne",28038,"Docklands",1.16,5.02,NA,1.16,5.02,3.86,31157.9865168539,-3119.98651685393,28841.2391304348,-803.239130434784,-0.0278503682453492,2
"124",124,"Sun","01-Aug-2010",2010,"1:10","Richmond","Adelaide",19226,"M.C.G.",2.25,1.61,NA,1.61,2.25,0.64,50394.4829157175,-31168.4829157175,50149.0454545455,-30923.0454545455,-0.616622812543337,1
"125",125,"Sat","31-Jul-2010",2010,"7:10","Brisbane Lions","Melbourne",26144,"Gabba",1.75,2,NA,1.75,2,0.25,20680.4862385321,5463.51376146789,20786.5428571429,5357.45714285714,0.257736804993341,7
"126",126,"Sat","31-Jul-2010",2010,"7:10","Sydney","Geelong",30710,"Stadium",4.07,1.23,NA,1.23,4.07,2.84,33788.3,-3078.3,34104.0555555556,-3394.05555555555,-0.0995205848766764,7
"127",127,"Sat","31-Jul-2010",2010,"2:40","Port Adelaide","Hawthorn",22340,"Football",3.14,1.33,NA,1.33,3.14,1.81,29323.4845360825,-6983.48453608247,22682.2291666667,-342.229166666668,-0.0150879864651752,2
"128",128,"Sat","31-Jul-2010",2010,"2:10","Collingwood","Carlton",76980,"M.C.G.",1.19,4.48,NA,1.19,4.48,3.29,50394.4829157175,26585.5170842825,57107.1149425287,19872.8850574713,0.347993154223793,2
"129",129,"Fri","30-Jul-2010",2010,"7:40","Essendon","St Kilda",37165,"Docklands",4.74,1.17,NA,1.17,4.74,3.57,31157.9865168539,6007.01348314607,36322.6666666667,842.333333333336,0.0231902943983556,7
"130",130,"Sun","25-Jul-2010",2010,"4:10","Port Adelaide","Adelaide",36788,"Football",3.36,1.3,NA,1.3,3.36,2.06,29323.4845360825,7464.51546391753,22682.2291666667,14105.7708333333,0.621886443774357,4
"131",131,"Sun","25-Jul-2010",2010,"2:10","Melbourne","Sydney",29374,"M.C.G.",2.28,1.59,NA,1.59,2.28,0.69,50394.4829157175,-21020.4829157175,35367.7023809524,-5993.70238095238,-0.169468242986017,2
"132",132,"Sun","25-Jul-2010",2010,"1:10","Western Bulldogs","Fremantle",26797,"Docklands",1.3,3.43,NA,1.3,3.43,2.13,31157.9865168539,-4360.98651685393,28841.2391304348,-2044.23913043478,-0.0708790326653336,1
"133",133,"Sat","24-Jul-2010",2010,"7:10","North Melbourne","Essendon",30330,"Docklands",1.43,2.73,NA,1.43,2.73,1.3,31157.9865168539,-827.986516853933,27670.4819277108,2659.51807228916,0.0961139050355953,7
"134",134,"Sat","24-Jul-2010",2010,"5:40","West Coast","Carlton",35925,"Subiaco",1.84,1.88,NA,1.84,1.88,0.0399999999999998,35153.3529411765,771.647058823532,36141.247311828,-216.247311827959,-0.00598339370974582,5
"135",135,"Sat","24-Jul-2010",2010,"2:10","Geelong","Brisbane Lions",24508,"Kardinia",1.06,8.69,NA,1.06,8.69,7.63,24884.9718309859,-376.971830985916,24884.9718309859,-376.971830985916,-0.0151485737474906,2
"136",136,"Sat","24-Jul-2010",2010,"2:10","Collingwood","Richmond",66727,"M.C.G.",1.1,6.5,NA,1.1,6.5,5.4,50394.4829157175,16332.5170842825,57107.1149425287,9619.88505747126,0.168453354142518,2
"137",137,"Fri","23-Jul-2010",2010,"7:40","St Kilda","Hawthorn",49373,"Docklands",1.72,2.04,NA,1.72,2.04,0.32,31157.9865168539,18215.0134831461,30626.3473684211,18746.6526315789,0.612108665981785,7
"138",138,"Sun","18-Jul-2010",2010,"2:40","Fremantle","Melbourne",32816,"Subiaco",1.2,4.33,NA,1.2,4.33,3.13,35153.3529411765,-2337.35294117647,34175.9680851064,-1359.96808510638,-0.0397931108116597,2
"139",139,"Sun","18-Jul-2010",2010,"2:10","Richmond","North Melbourne",42723,"M.C.G.",1.74,2.01,NA,1.74,2.01,0.27,50394.4829157175,-7671.48291571754,50149.0454545455,-7426.04545454546,-0.148079497570424,2
"140",140,"Sun","18-Jul-2010",2010,"1:10","Carlton","Sydney",31915,"Docklands",1.57,2.31,NA,1.57,2.31,0.74,31157.9865168539,757.013483146067,32309.6481481481,-394.64814814815,-0.0122145603795679,1
"141",141,"Sat","17-Jul-2010",2010,"7:10","Western Bulldogs","Port Adelaide",11080,"Marrara",1.15,5.08,NA,1.15,5.08,3.93,9208.53846153846,1871.46153846154,9218,1862,0.201996094597527,7
"142",142,"Sat","17-Jul-2010",2010,"7:10","Essendon","West Coast",26991,"Docklands",1.4,2.85,NA,1.4,2.85,1.45,31157.9865168539,-4166.98651685393,36322.6666666667,-9331.66666666666,-0.25691028558843,7
"143",143,"Sat","17-Jul-2010",2010,"2:10","Hawthorn","Brisbane Lions",16690,"York",1.27,3.62,NA,1.27,3.62,2.35,14457.1578947368,2232.84210526316,14457.1578947368,2232.84210526316,0.154445439520034,2
"144",144,"Sat","17-Jul-2010",2010,"2:10","Collingwood","St Kilda",81386,"M.C.G.",2.05,1.71,NA,1.71,2.05,0.34,50394.4829157175,30991.5170842825,57107.1149425287,24278.8850574713,0.425146412700151,2
"145",145,"Fri","16-Jul-2010",2010,"8:10","Adelaide","Geelong",41195,"Football",3.5,1.29,NA,1.29,3.5,2.21,29323.4845360825,11871.5154639175,35829.2040816327,5365.79591836734,0.14976039953726,8
"146",146,"Sun","11-Jul-2010",2010,"4:40","Carlton","Western Bulldogs",37517,"Docklands",2.5,1.5,NA,1.5,2.5,1,31157.9865168539,6359.01348314607,32309.6481481481,5207.35185185185,0.161170181364241,4
"147",147,"Sun","11-Jul-2010",2010,"2:10","Melbourne","Essendon",49203,"M.C.G.",1.89,1.86,NA,1.86,1.89,0.0299999999999998,50394.4829157175,-1191.48291571754,35367.7023809524,13835.2976190476,0.391184518293695,2
"148",148,"Sun","11-Jul-2010",2010,"1:10","Sydney","North Melbourne",23856,"S.C.G.",1.42,2.78,NA,1.42,2.78,1.36,29955.7356321839,-6099.73563218391,29955.7356321839,-6099.73563218391,-0.203624965418324,1
"149",149,"Sat","10-Jul-2010",2010,"7:10","Richmond","Fremantle",25707,"Docklands",2.61,1.46,NA,1.46,2.61,1.15,31157.9865168539,-5450.98651685393,33203.6363636364,-7496.63636363636,-0.225777570912277,7
"150",150,"Sat","10-Jul-2010",2010,"7:10","Brisbane Lions","St Kilda",29329,"Gabba",4.21,1.21,NA,1.21,4.21,3,20680.4862385321,8648.51376146789,20786.5428571429,8542.45714285714,0.410960937639599,7
"151",151,"Sat","10-Jul-2010",2010,"2:10","Geelong","Hawthorn",69220,"M.C.G.",1.33,3.18,NA,1.33,3.18,1.85,50394.4829157175,18825.5170842825,63025.65,6194.35,0.0982830006513221,2
"152",152,"Sat","10-Jul-2010",2010,"1:10","West Coast","Adelaide",26976,"Subiaco",2.63,1.46,NA,1.46,2.63,1.17,35153.3529411765,-8177.35294117647,36141.247311828,-9165.24731182796,-0.253595213047017,1
"153",153,"Fri","09-Jul-2010",2010,"8:10","Port Adelaide","Collingwood",24260,"Football",5.06,1.15,NA,1.15,5.06,3.91,29323.4845360825,-5063.48453608247,22682.2291666667,1577.77083333333,0.0695597783507095,8
"154",154,"Sun","04-Jul-2010",2010,"4:40","St Kilda","Melbourne",31993,"Docklands",1.12,5.81,NA,1.12,5.81,4.69,31157.9865168539,835.013483146067,30626.3473684211,1366.65263157895,0.0446234288124123,4
"155",155,"Sun","04-Jul-2010",2010,"2:10","Richmond","Sydney",39386,"M.C.G.",2.14,1.66,NA,1.66,2.14,0.48,50394.4829157175,-11008.4829157175,50149.0454545455,-10763.0454545455,-0.214621142974714,2
"156",156,"Sun","04-Jul-2010",2010,"1:10","Geelong","North Melbourne",25159,"Kardinia",1.14,5.38,NA,1.14,5.38,4.24,24884.9718309859,274.028169014084,24884.9718309859,274.028169014084,0.0110117934179404,1
"157",157,"Sat","03-Jul-2010",2010,"7:10","Adelaide","Essendon",37296,"Football",1.58,2.3,NA,1.58,2.3,0.72,29323.4845360825,7972.51546391753,35829.2040816327,1466.79591836734,0.0409385571341585,7
"158",158,"Sat","03-Jul-2010",2010,"7:10","Collingwood","West Coast",38781,"Docklands",1.06,9,NA,1.06,9,7.94,31157.9865168539,7623.01348314607,35366.8421052632,3414.15789473684,0.0965355596231974,7
"159",159,"Sat","03-Jul-2010",2010,"1:10","Fremantle","Port Adelaide",32442,"Subiaco",1.11,6.13,NA,1.11,6.13,5.02,35153.3529411765,-2711.35294117647,34175.9680851064,-1733.96808510638,-0.0507364730909271,1
"160",160,"Fri","02-Jul-2010",2010,"7:40","Hawthorn","Western Bulldogs",47454,"M.C.G.",2.3,1.57,NA,1.57,2.3,0.73,50394.4829157175,-2940.48291571754,49782.9508196721,-2328.95081967213,-0.0467820967083338,7
"161",161,"Thu","01-Jul-2010",2010,"7:10","Carlton","Brisbane Lions",35623,"Docklands",1.25,3.85,NA,1.25,3.85,2.6,31157.9865168539,4465.01348314607,32309.6481481481,3313.35185185185,0.102549920589022,7
"162",162,"Sun","27-Jun-2010",2010,"2:40","Adelaide","Melbourne",34422,"Football",1.59,2.28,NA,1.59,2.28,0.69,29323.4845360825,5098.51546391753,35829.2040816327,-1407.20408163266,-0.0392753374712568,2
"163",163,"Sat","26-Jun-2010",2010,"7:10","Sydney","Collingwood",43585,"Stadium",2.23,1.62,NA,1.62,2.23,0.61,33788.3,9796.7,34104.0555555556,9480.94444444445,0.27800049847444,7
"164",164,"Fri","25-Jun-2010",2010,"7:50","St Kilda","Geelong",58208,"M.C.G.",3.09,1.34,NA,1.34,3.09,1.75,50394.4829157175,7813.51708428246,42675.375,15532.625,0.363971611262936,7
"165",165,"Sun","20-Jun-2010",2010,"2:40","West Coast","Western Bulldogs",34280,"Subiaco",3.25,1.33,NA,1.33,3.25,1.92,35153.3529411765,-873.352941176468,36141.247311828,-1861.24731182796,-0.0514992550137811,2
"166",166,"Sun","20-Jun-2010",2010,"1:10","North Melbourne","Port Adelaide",15109,"Docklands",1.35,3.08,NA,1.35,3.08,1.73,31157.9865168539,-16048.9865168539,27670.4819277108,-12561.4819277108,-0.453966864781312,1
"167",167,"Sat","19-Jun-2010",2010,"7:10","Brisbane Lions","Richmond",28415,"Gabba",1.41,2.82,NA,1.41,2.82,1.41,20680.4862385321,7734.51376146789,20786.5428571429,7628.45714285714,0.366990181834676,7
"168",168,"Sat","19-Jun-2010",2010,"7:10","Carlton","Fremantle",28869,"Docklands",1.62,2.23,NA,1.62,2.23,0.61,31157.9865168539,-2288.98651685393,32309.6481481481,-3440.64814814815,-0.106489805533378,7
"169",169,"Fri","18-Jun-2010",2010,"7:40","Hawthorn","Essendon",54148,"M.C.G.",1.55,2.39,NA,1.55,2.39,0.84,50394.4829157175,3753.51708428246,49782.9508196721,4365.04918032787,0.0876816080296106,7
"170",170,"Mon","14-Jun-2010",2010,"2:10","Melbourne","Collingwood",67454,"M.C.G.",4.98,1.16,NA,1.16,4.98,3.82,50394.4829157175,17059.5170842825,35367.7023809524,32086.2976190476,0.907220301546306,2
"171",171,"Sun","13-Jun-2010",2010,"2:40","Fremantle","St Kilda",37569,"Subiaco",1.64,2.18,NA,1.64,2.18,0.54,35153.3529411765,2415.64705882353,34175.9680851064,3393.03191489362,0.0992812231812761,2
"172",172,"Sun","13-Jun-2010",2010,"2:10","Western Bulldogs","Brisbane Lions",30831,"Docklands",1.24,4.02,NA,1.24,4.02,2.78,31157.9865168539,-326.986516853933,28841.2391304348,1989.76086956522,0.0689901311301676,2
"173",173,"Sun","13-Jun-2010",2010,"1:10","Richmond","West Coast",30870,"M.C.G.",1.82,1.93,NA,1.82,1.93,0.11,50394.4829157175,-19524.4829157175,50149.0454545455,-19279.0454545455,-0.384434943473047,1
"174",174,"Sat","12-Jun-2010",2010,"7:10","Port Adelaide","Sydney",20106,"Football",1.77,1.97,NA,1.77,1.97,0.2,29323.4845360825,-9217.48453608247,22682.2291666667,-2576.22916666667,-0.113579187818658,7
"175",175,"Sat","12-Jun-2010",2010,"7:10","Essendon","Geelong",46358,"Docklands",4.18,1.22,NA,1.22,4.18,2.96,31157.9865168539,15200.0134831461,36322.6666666667,10035.3333333333,0.276282945451876,7
"176",176,"Sat","12-Jun-2010",2010,"2:10","Hawthorn","Adelaide",16167,"York",1.39,2.91,NA,1.39,2.91,1.52,14457.1578947368,1709.84210526316,14457.1578947368,1709.84210526316,0.118269587820275,2
"177",177,"Fri","11-Jun-2010",2010,"7:40","North Melbourne","Carlton",43732,"Docklands",3.7,1.27,NA,1.27,3.7,2.43,31157.9865168539,12574.0134831461,27670.4819277108,16061.5180722892,0.580456752226068,7
"178",178,"Sun","06-Jun-2010",2010,"4:40","Collingwood","Western Bulldogs",40813,"Docklands",1.67,2.11,NA,1.67,2.11,0.44,31157.9865168539,9655.01348314607,35366.8421052632,5446.15789473684,0.153990505528521,4
"179",179,"Sun","06-Jun-2010",2010,"2:10","Hawthorn","Port Adelaide",21287,"M.C.G.",1.41,2.78,NA,1.41,2.78,1.37,50394.4829157175,-29107.4829157175,49782.9508196721,-28495.9508196721,-0.572403811957481,2
"180",180,"Sun","06-Jun-2010",2010,"1:10","Sydney","Essendon",29329,"S.C.G.",1.71,2.06,NA,1.71,2.06,0.35,29955.7356321839,-626.735632183907,29955.7356321839,-626.735632183907,-0.0209220577948536,1
"181",181,"Sat","05-Jun-2010",2010,"7:10","North Melbourne","Brisbane Lions",19100,"Docklands",2.35,1.56,NA,1.56,2.35,0.79,31157.9865168539,-12057.9865168539,27670.4819277108,-8570.48192771084,-0.309733742625128,7
"182",182,"Sat","05-Jun-2010",2010,"5:40","West Coast","Geelong",33784,"Subiaco",6.06,1.11,NA,1.11,6.06,4.95,35153.3529411765,-1369.35294117647,36141.247311828,-2357.24731182796,-0.0652231864464872,5
"183",183,"Sat","05-Jun-2010",2010,"2:40","Adelaide","Fremantle",35605,"Football",2.8,1.41,NA,1.41,2.8,1.39,29323.4845360825,6281.51546391753,35829.2040816327,-224.204081632655,-0.00625757918378071,2
"184",184,"Sat","05-Jun-2010",2010,"2:10","Carlton","Melbourne",49745,"M.C.G.",1.36,3.01,NA,1.36,3.01,1.65,50394.4829157175,-649.482915717541,52695.2941176471,-2950.29411764706,-0.0559878100511263,2
"185",185,"Fri","04-Jun-2010",2010,"7:40","Richmond","St Kilda",32858,"Docklands",5.69,1.12,NA,1.12,5.69,4.57,31157.9865168539,1700.01348314607,33203.6363636364,-345.63636363636,-0.010409593691819,7
"186",186,"Sun","30-May-2010",2010,"2:40","Fremantle","North Melbourne",36175,"Subiaco",1.12,5.94,NA,1.12,5.94,4.82,35153.3529411765,1021.64705882353,34175.9680851064,1999.03191489362,0.0584923274130976,2
"187",187,"Sun","30-May-2010",2010,"2:10","Carlton","West Coast",29175,"Docklands",1.19,4.48,NA,1.19,4.48,3.29,31157.9865168539,-1982.98651685393,32309.6481481481,-3134.64814814815,-0.0970189503078143,2
"188",188,"Sun","30-May-2010",2010,"1:10","Hawthorn","Sydney",36003,"M.C.G.",1.31,3.35,NA,1.31,3.35,2.04,50394.4829157175,-14391.4829157175,49782.9508196721,-13779.9508196721,-0.276800603274543,1
"189",189,"Sat","29-May-2010",2010,"7:10","St Kilda","Adelaide",28708,"Docklands",1.23,4.08,NA,1.23,4.08,2.85,31157.9865168539,-2449.98651685393,30626.3473684211,-1918.34736842105,-0.0626371583050438,7
"190",190,"Sat","29-May-2010",2010,"7:10","Brisbane Lions","Collingwood",34512,"Gabba",3.54,1.28,NA,1.28,3.54,2.26,20680.4862385321,13831.5137614679,20786.5428571429,13725.4571428571,0.660304950043229,7
"191",191,"Sat","29-May-2010",2010,"2:40","Port Adelaide","Richmond",16694,"Football",1.18,4.61,NA,1.18,4.61,3.43,29323.4845360825,-12629.4845360825,22682.2291666667,-5988.22916666667,-0.264005319876886,2
"192",192,"Sat","29-May-2010",2010,"2:10","Geelong","Melbourne",24525,"Kardinia",1.04,10.25,NA,1.04,10.25,9.21,24884.9718309859,-359.971830985916,24884.9718309859,-359.971830985916,-0.0144654305189002,2
"193",193,"Fri","28-May-2010",2010,"7:40","Essendon","Western Bulldogs",45742,"Docklands",3.2,1.33,NA,1.33,3.2,1.87,31157.9865168539,14584.0134831461,36322.6666666667,9419.33333333334,0.259323838191029,7
"194",194,"Sun","23-May-2010",2010,"2:40","West Coast","St Kilda",36244,"Subiaco",1.99,1.75,NA,1.75,1.99,0.24,35153.3529411765,1090.64705882353,36141.247311828,102.752688172041,0.00284308638507926,2
"195",195,"Sun","23-May-2010",2010,"2:10","Carlton","Hawthorn",47484,"Docklands",1.35,3.1,NA,1.35,3.1,1.75,31157.9865168539,16326.0134831461,32309.6481481481,15174.3518518519,0.469653887355056,2
"196",196,"Sun","23-May-2010",2010,"12:40","Adelaide","Brisbane Lions",31517,"Football",2.1,1.69,NA,1.69,2.1,0.41,29323.4845360825,2193.51546391753,35829.2040816327,-4312.20408163266,-0.120354448058846,12
"197",197,"Sat","22-May-2010",2010,"7:45","Essendon","Richmond",64709,"M.C.G.",1.26,3.81,NA,1.26,3.81,2.55,50394.4829157175,14314.5170842825,61878.2051282051,2830.79487179487,0.0457478504091993,7
"198",198,"Sat","22-May-2010",2010,"7:10","Melbourne","Port Adelaide",8848,"Marrara",2.32,1.57,NA,1.57,2.32,0.75,9208.53846153846,-360.538461538461,8950.11111111111,-102.111111111111,-0.0114089210562253,7
"199",199,"Sat","22-May-2010",2010,"2:10","Sydney","Fremantle",24819,"S.C.G.",1.68,2.13,NA,1.68,2.13,0.45,29955.7356321839,-5136.73563218391,29955.7356321839,-5136.73563218391,-0.171477532558576,2
"200",200,"Sat","22-May-2010",2010,"2:10","North Melbourne","Western Bulldogs",30794,"Docklands",4.21,1.22,NA,1.22,4.21,2.99,31157.9865168539,-363.986516853933,27670.4819277108,3123.51807228916,0.112882676942503,2
"201",201,"Fri","21-May-2010",2010,"7:40","Collingwood","Geelong",88115,"M.C.G.",1.95,1.78,NA,1.78,1.95,0.17,50394.4829157175,37720.5170842825,57107.1149425287,31007.8850574713,0.542977614762659,7
"202",202,"Sun","16-May-2010",2010,"4:40","St Kilda","Essendon",39204,"Docklands",1.4,2.81,NA,1.4,2.81,1.41,31157.9865168539,8046.01348314607,30626.3473684211,8577.65263157895,0.280074294475723,4
"203",203,"Sun","16-May-2010",2010,"2:40","Port Adelaide","Carlton",30228,"Football",1.82,1.92,NA,1.82,1.92,0.0999999999999999,29323.4845360825,904.515463917527,22682.2291666667,7545.77083333333,0.332673247320084,2
"204",204,"Sun","16-May-2010",2010,"1:10","Richmond","Hawthorn",41563,"M.C.G.",4.94,1.16,NA,1.16,4.94,3.78,50394.4829157175,-8831.48291571754,50149.0454545455,-8586.04545454546,-0.171210546017825,1
"205",205,"Sat","15-May-2010",2010,"7:10","North Melbourne","Adelaide",16479,"Docklands",1.61,2.24,NA,1.61,2.24,0.63,31157.9865168539,-14678.9865168539,27670.4819277108,-11191.4819277108,-0.404455620142381,7
"206",206,"Sat","15-May-2010",2010,"7:10","Brisbane Lions","Geelong",33629,"Gabba",3.38,1.31,NA,1.31,3.38,2.07,20680.4862385321,12948.5137614679,20786.5428571429,12842.4571428571,0.61782554372403,7
"207",207,"Sat","15-May-2010",2010,"2:10","Melbourne","West Coast",28592,"M.C.G.",1.35,3.09,NA,1.35,3.09,1.74,50394.4829157175,-21802.4829157175,35367.7023809524,-6775.70238095238,-0.191578811311235,2
"208",208,"Sat","15-May-2010",2010,"2:10","Western Bulldogs","Sydney",14308,"Manuka",1.56,2.35,NA,1.56,2.35,0.79,10349.7083333333,3958.29166666667,12246,2062,0.168381512330557,2
"209",209,"Fri","14-May-2010",2010,"6:40","Fremantle","Collingwood",41624,"Subiaco",2,1.76,NA,1.76,2,0.24,35153.3529411765,6470.64705882353,34175.9680851064,7448.03191489362,0.217931848963173,6
"210",210,"Mon","10-May-2010",2010,"7:20","St Kilda","Carlton",42866,"Docklands",1.43,2.77,NA,1.43,2.77,1.34,31157.9865168539,11708.0134831461,30626.3473684211,12239.6526315789,0.39964454410255,7
"211",211,"Sun","09-May-2010",2010,"4:10","Adelaide","Richmond",31196,"Football",1.19,4.54,NA,1.19,4.54,3.35,29323.4845360825,1872.51546391753,35829.2040816327,-4633.20408163266,-0.129313620003292,4
"212",212,"Sun","09-May-2010",2010,"1:10","Geelong","Sydney",25970,"Kardinia",1.27,3.71,NA,1.27,3.71,2.44,24884.9718309859,1085.02816901408,24884.9718309859,1085.02816901408,0.0436017439112808,1
"213",213,"Sat","08-May-2010",2010,"7:10","Collingwood","North Melbourne",52696,"M.C.G.",1.19,4.55,NA,1.19,4.55,3.36,50394.4829157175,2301.51708428246,57107.1149425287,-4411.11494252874,-0.0772428259940636,7
"214",214,"Sat","08-May-2010",2010,"7:10","Brisbane Lions","Fremantle",27739,"Gabba",1.47,2.62,NA,1.47,2.62,1.15,20680.4862385321,7058.51376146789,20786.5428571429,6952.45714285714,0.334469141436286,7
"215",215,"Sat","08-May-2010",2010,"2:10","Essendon","Port Adelaide",29248,"Docklands",1.74,2,NA,1.74,2,0.26,31157.9865168539,-1909.98651685393,36322.6666666667,-7074.66666666666,-0.194772777329124,2
"216",216,"Sat","08-May-2010",2010,"1:10","West Coast","Hawthorn",35864,"Subiaco",1.6,2.3,NA,1.6,2.3,0.7,35153.3529411765,710.647058823532,36141.247311828,-277.247311827959,-0.00767121592223588,1
"217",217,"Fri","07-May-2010",2010,"7:40","Melbourne","Western Bulldogs",45444,"M.C.G.",4.05,1.23,NA,1.23,4.05,2.82,50394.4829157175,-4950.48291571754,35367.7023809524,10076.2976190476,0.284901108658794,7
"218",218,"Sun","02-May-2010",2010,"2:40","West Coast","Fremantle",40886,"Subiaco",2.84,1.4,NA,1.4,2.84,1.44,35153.3529411765,5732.64705882353,36141.247311828,4744.75268817204,0.131283589833913,2
"219",219,"Sun","02-May-2010",2010,"2:10","Carlton","Collingwood",80645,"M.C.G.",2.44,1.52,NA,1.52,2.44,0.92,50394.4829157175,30250.5170842825,52695.2941176471,27949.7058823529,0.530402312964658,2
"220",220,"Sun","02-May-2010",2010,"1:10","Geelong","Richmond",24106,"Kardinia",1.03,12.25,NA,1.03,12.25,11.22,24884.9718309859,-778.971830985916,24884.9718309859,-778.971830985916,-0.0313029018588628,1
"221",221,"Sat","01-May-2010",2010,"7:10","Sydney","Brisbane Lions",30975,"S.C.G.",1.52,2.43,NA,1.52,2.43,0.91,29955.7356321839,1019.26436781609,29955.7356321839,1019.26436781609,0.0340256831056091,7
"222",222,"Sat","01-May-2010",2010,"7:10","Essendon","Hawthorn",61006,"M.C.G.",2.58,1.47,NA,1.47,2.58,1.11,50394.4829157175,10611.5170842825,61878.2051282051,-872.205128205125,-0.0140955143478711,7
"223",223,"Sat","01-May-2010",2010,"2:40","Adelaide","Port Adelaide",40371,"Football",2.42,1.53,NA,1.53,2.42,0.89,29323.4845360825,11047.5154639175,35829.2040816327,4541.79591836734,0.126762400527218,2
"224",224,"Sat","01-May-2010",2010,"2:10","North Melbourne","Melbourne",26763,"Docklands",1.99,1.75,NA,1.75,1.99,0.24,31157.9865168539,-4394.98651685393,27670.4819277108,-907.481927710844,-0.0327960289987591,2
"225",225,"Fri","30-Apr-2010",2010,"7:40","Western Bulldogs","St Kilda",43072,"Docklands",1.67,2.13,NA,1.67,2.13,0.46,31157.9865168539,11914.0134831461,28841.2391304348,14230.7608695652,0.493417110312302,7
"226",226,"Mon","26-Apr-2010",2010,"2:10","Carlton","Geelong",71399,"M.C.G.",4.38,1.19,NA,1.19,4.38,3.19,50394.4829157175,21004.5170842825,52695.2941176471,18703.7058823529,0.354940724699158,2
