"","...1","Round","Day","Date","Year","Time","Home","Away","Attendance","Venue","Home.Odds","Away.Odds","Line","Favorite","Underdog","Differential","venueavg","Attendance_Differential","HomeVenueAvg","HomeDifferential","HomeDifferentialPct","TimeBucket"
"109",935,14,"Sat",2014-06-21,2014,1899-12-31 04:40:00,"Gold Coast","Geelong",18236,"Carrara",2.64,1.47,"189.5",1.47,2.64,1.17,14013.1604938272,4222.83950617284,14048.65,4187.35,0.298060667750994,4
"110",941,13,"Sun",2014-06-15,2014,1899-12-31 01:10:00,"Geelong","St Kilda",25180,"Kardinia",1.03,12.66,"182.5",1.03,12.66,11.63,24884.9718309859,295.028169014084,24884.9718309859,295.028169014084,0.0118556762297285,1
"111",956,12,"Fri",2014-06-06,2014,1899-12-31 07:50:00,"Geelong","Carlton",36952,"Docklands",1.18,4.74,"189.5",1.18,4.74,3.56,31157.9865168539,5794.01348314607,39256,-2304,-0.0586916649684125,7
"112",965,11,"Thu",2014-05-29,2014,1899-12-31 07:10:00,"Sydney","Geelong",37355,"S.C.G.",1.39,3,"175.5",1.39,3,1.61,29955.7356321839,7399.26436781609,29955.7356321839,7399.26436781609,0.247006598625021,7
"113",971,10,"Fri",2014-05-23,2014,1899-12-31 07:50:00,"Geelong","North Melbourne",27402,"Kardinia",1.54,2.46,"169.5",1.54,2.46,0.92,24884.9718309859,2517.02816901408,24884.9718309859,2517.02816901408,0.101146514696069,7
"114",973,9,"Sat",2014-05-17,2014,1899-12-31 05:40:00,"Fremantle","Geelong",38565,"Subiaco",1.79,2,"162.5",1.79,2,0.21,35153.3529411765,3411.64705882353,34175.9680851064,4389.03191489362,0.128424508823389,5
"115",985,7,"Sun",2014-05-04,2014,1899-12-31 03:20:00,"Geelong","Richmond",34377,"M.C.G.",1.19,4.49,"176.5",1.19,4.49,3.3,50394.4829157175,-16017.4829157175,63025.65,-28648.65,-0.454555407203258,3
"116",993,6,"Sun",2014-04-27,2014,1899-12-31 04:10:00,"Port Adelaide","Geelong",47007,"Adelaide",2.08,1.74,"185.5",1.74,2.08,0.34,43516.4,3490.6,40427.5357142857,6579.46428571428,0.162747102178413,4
"117",1002,5,"Mon",2014-04-21,2014,1899-12-31 03:20:00,"Geelong","Hawthorn",80222,"M.C.G.",2.52,1.52,"187.5",1.52,2.52,1,50394.4829157175,29827.5170842825,63025.65,17196.35,0.272846848862328,3
"118",1014,4,"Sat",2014-04-12,2014,1899-12-31 07:40:00,"Geelong","West Coast",25271,"Kardinia",1.16,5.07,"177.5",1.16,5.07,3.91,24884.9718309859,386.028169014084,24884.9718309859,386.028169014084,0.0155125017474769,7
"119",1023,3,"Sat",2014-04-05,2014,1899-12-31 07:40:00,"Collingwood","Geelong",63152,"M.C.G.",2.36,1.57,"185.5",1.57,2.36,0.79,50394.4829157175,12757.5170842825,57107.1149425287,6044.88505747126,0.105851697525863,7
"120",1031,2,"Sun",2014-03-30,2014,1899-12-31 12:10:00,"Brisbane Lions","Geelong",20933,"Gabba",3.6,1.29,"165.5",1.29,3.6,2.31,20680.4862385321,252.51376146789,20786.5428571429,146.457142857143,0.0070457672477661,12
"121",1042,1,"Thu",2014-03-20,2014,1899-12-31 07:10:00,"Geelong","Adelaide",23622,"Kardinia",1.33,3.29,"186.5",1.33,3.29,1.96,24884.9718309859,-1262.97183098592,24884.9718309859,-1262.97183098592,-0.0507523914257884,7
"122",1054,23,"Sat",2015-09-05,2015,1899-12-31 01:05:00,"Geelong","Adelaide",26128,"Kardinia",2.16,1.69,"192.5",1.69,2.16,0.47,24884.9718309859,1243.02816901408,24884.9718309859,1243.02816901408,0.0499509574475912,1
"123",1064,22,"Fri",2015-08-28,2015,1899-12-31 07:50:00,"Geelong","Collingwood",40582,"M.C.G.",1.41,2.93,"175.5",1.41,2.93,1.52,50394.4829157175,-9812.48291571754,63025.65,-22443.65,-0.356103427731408,7
"124",1069,21,"Sat",2015-08-22,2015,1899-12-31 07:20:00,"St Kilda","Geelong",25245,"Docklands",4.4,1.21,"183.5",1.21,4.4,3.19,31157.9865168539,-5912.98651685393,30626.3473684211,-5381.34736842105,-0.175709734617905,7
"125",1078,20,"Sat",2015-08-15,2015,1899-12-31 07:20:00,"Geelong","Hawthorn",55802,"M.C.G.",4.17,1.23,"182.5",1.23,4.17,2.94,50394.4829157175,5407.51708428246,63025.65,-7223.65,-0.114614446657829,7
"126",1087,19,"Sat",2015-08-08,2015,1899-12-31 07:20:00,"Geelong","Sydney",27910,"Kardinia",1.86,1.95,"160.5",1.86,1.95,0.0899999999999999,24884.9718309859,3025.02816901408,24884.9718309859,3025.02816901408,0.121560441762181,7
"127",1099,18,"Sat",2015-08-01,2015,1899-12-31 01:45:00,"Geelong","Brisbane Lions",21913,"Kardinia",1.11,6.73,"168.5",1.11,6.73,5.62,24884.9718309859,-2971.97183098592,24884.9718309859,-2971.97183098592,-0.11942837834702,1
"128",1108,17,"Sat",2015-07-25,2015,1899-12-31 01:45:00,"Greater Western Sydney","Geelong",14667,"Manuka",1.78,2.03,"175.5",1.78,2.03,0.25,10349.7083333333,4317.29166666667,10313.8095238095,4353.19047619048,0.42207396463364,1
"129",1117,16,"Sat",2015-07-18,2015,1899-12-31 01:45:00,"Geelong","Western Bulldogs",25041,"Kardinia",1.57,2.4,"177.5",1.57,2.4,0.83,24884.9718309859,156.028169014084,24884.9718309859,156.028169014084,0.00626997571360731,1
"130",1123,15,"Sat",2015-07-11,2015,1899-12-31 07:20:00,"North Melbourne","Geelong",31270,"Docklands",2.03,1.79,"188.5",1.79,2.03,0.24,31157.9865168539,112.013483146067,27670.4819277108,3599.51807228916,0.130085123984935,7
"131",1142,12,"Sun",2015-06-21,2015,1899-12-31 03:20:00,"Geelong","Melbourne",28007,"Kardinia",1.11,6.49,"166.5",1.11,6.49,5.38,24884.9718309859,3122.02816901408,24884.9718309859,3122.02816901408,0.125458376654726,3
"132",1153,11,"Fri",2015-06-12,2015,1899-12-31 07:20:00,"Port Adelaide","Geelong",46140,"Adelaide",1.44,2.79,"171.5",1.44,2.79,1.35,43516.4,2623.6,40427.5357142857,5712.46428571428,0.141301323090432,7
"133",1159,10,"Sat",2015-06-06,2015,1899-12-31 07:20:00,"Essendon","Geelong",40632,"Docklands",2,1.81,"176.5",1.81,2,0.19,31157.9865168539,9474.01348314607,36322.6666666667,4309.33333333334,0.118640334777182,7
"134",1163,9,"Sun",2015-05-31,2015,1899-12-31 02:40:00,"West Coast","Geelong",37676,"Subiaco",1.45,2.75,"182.5",1.45,2.75,1.3,35153.3529411765,2522.64705882353,36141.247311828,1534.75268817204,0.0424654045536984,2
"135",1180,8,"Fri",2015-05-22,2015,1899-12-31 07:50:00,"Geelong","Carlton",32032,"Docklands",1.23,4.21,"189.5",1.23,4.21,2.98,31157.9865168539,874.013483146067,39256,-7224,-0.184022824536377,7
"136",1185,7,"Sat",2015-05-16,2015,1899-12-31 07:20:00,"Sydney","Geelong",28063,"Stadium",1.21,4.42,"165.5",1.21,4.42,3.21,33788.3,-5725.3,34104.0555555556,-6041.05555555555,-0.177135987411077,7
"137",1198,6,"Fri",2015-05-08,2015,1899-12-31 07:50:00,"Collingwood","Geelong",52152,"M.C.G.",1.58,2.38,"168.5",1.58,2.38,0.8,50394.4829157175,1757.51708428246,57107.1149425287,-4955.11494252874,-0.0867687843715349,7
"138",1206,5,"Sat",2015-05-02,2015,1899-12-31 01:45:00,"Richmond","Geelong",45228,"M.C.G.",1.63,2.28,"175.5",1.63,2.28,0.65,50394.4829157175,-5166.48291571754,50149.0454545455,-4921.04545454546,-0.0981283972594421,1
"139",1209,4,"Sun",2015-04-26,2015,1899-12-31 03:20:00,"Geelong","North Melbourne",23452,"Kardinia",2.26,1.63,"180.5",1.63,2.26,0.63,24884.9718309859,-1432.97183098592,24884.9718309859,-1432.97183098592,-0.0575838237116921,3
"140",1218,3,"Sun",2015-04-19,2015,1899-12-31 03:20:00,"Geelong","Gold Coast",20813,"Kardinia",1.17,5.2,"178.5",1.17,5.2,4.03,24884.9718309859,-4071.97183098592,24884.9718309859,-4071.97183098592,-0.163631763726396,3
"141",1228,2,"Sun",2015-04-12,2015,1899-12-31 01:10:00,"Geelong","Fremantle",23723,"Kardinia",2.26,1.65,"165.5",1.65,2.26,0.61,24884.9718309859,-1161.97183098592,24884.9718309859,-1161.97183098592,-0.0466937169500457,1
"142",1235,1,"Mon",2015-04-06,2015,1899-12-31 03:20:00,"Hawthorn","Geelong",73584,"M.C.G.",1.36,3.16,"185.5",1.36,3.16,1.8,50394.4829157175,23189.5170842825,49782.9508196721,23801.0491803279,0.478096392207484,3
"143",1251,23,"Sat",2016-08-27,2016,1899-12-31 01:45:00,"Geelong","Melbourne",24413,"Kardinia",1.15,5.49,"172.5",1.15,5.49,4.34,24884.9718309859,-471.971830985916,24884.9718309859,-471.971830985916,-0.0189661388484368,1
"144",1254,22,"Sun",2016-08-21,2016,1899-12-31 03:20:00,"Brisbane Lions","Geelong",20477,"Gabba",12.39,1.03,"201.5",1.03,12.39,11.36,20680.4862385321,-203.48623853211,20786.5428571429,-309.542857142857,-0.0148915026067689,3
"145",1263,21,"Sun",2016-08-14,2016,1899-12-31 03:20:00,"Richmond","Geelong",45667,"M.C.G.",5.51,1.15,"171.5",1.15,5.51,4.36,50394.4829157175,-4727.48291571754,50149.0454545455,-4482.04545454546,-0.0893744918556413,3
"146",1272,20,"Sun",2016-08-07,2016,1899-12-31 03:20:00,"Geelong","Essendon",29254,"Docklands",1.01,16.14,"184.5",1.01,16.14,15.13,31157.9865168539,-1903.98651685393,39256,-10002,-0.25478907682902,3
"147",1288,19,"Fri",2016-07-29,2016,1899-12-31 07:50:00,"Geelong","Western Bulldogs",24331,"Kardinia",1.23,4.12,"153.5",1.23,4.12,2.89,24884.9718309859,-553.971830985916,24884.9718309859,-553.971830985916,-0.0222613003039903,7
"148",1292,18,"Sat",2016-07-23,2016,1899-12-31 07:25:00,"Geelong","Adelaide",21127,"Kardinia",1.87,1.92,"178.5",1.87,1.92,0.0499999999999998,24884.9718309859,-3757.97183098592,24884.9718309859,-3757.97183098592,-0.151013706445374,7
"149",1305,17,"Fri",2016-07-15,2016,1899-12-31 06:10:00,"Fremantle","Geelong",31042,"Subiaco",3.42,1.31,"166.5",1.31,3.42,2.11,35153.3529411765,-4111.35294117647,34175.9680851064,-3133.96808510638,-0.0917009308208051,6
"150",1314,16,"Fri",2016-07-08,2016,1899-12-31 07:50:00,"Geelong","Sydney",24339,"Kardinia",1.37,3.1,"165.5",1.37,3.1,1.73,24884.9718309859,-545.971830985916,24884.9718309859,-545.971830985916,-0.0219398211375948,7
"151",1323,14,"Sat",2016-06-25,2016,1899-12-31 07:25:00,"St Kilda","Geelong",28745,"Docklands",5.3,1.15,"182.5",1.15,5.3,4.15,31157.9865168539,-2412.98651685393,30626.3473684211,-1881.34736842105,-0.0614290481913921,7
"152",1330,13,"Sat",2016-06-18,2016,1899-12-31 07:25:00,"Western Bulldogs","Geelong",41725,"Docklands",2.51,1.53,"173.5",1.53,2.51,0.98,31157.9865168539,10567.0134831461,28841.2391304348,12883.7608695652,0.446713153040973,7
"153",1339,12,"Sat",2016-06-11,2016,1899-12-31 07:25:00,"Geelong","North Melbourne",44025,"Docklands",1.89,1.9,"180.5",1.89,1.9,0.01,31157.9865168539,12867.0134831461,39256,4769,0.121484613816996,7
"154",1348,11,"Sat",2016-06-04,2016,1899-12-31 04:35:00,"Geelong","Greater Western Sydney",22007,"Kardinia",1.5,2.58,"167.5",1.5,2.58,1.08,24884.9718309859,-2877.97183098592,24884.9718309859,-2877.97183098592,-0.115650998141873,4
"155",1354,10,"Sun",2016-05-29,2016,1899-12-31 01:10:00,"Carlton","Geelong",33535,"Docklands",7.61,1.09,"178.5",1.09,7.61,6.52,31157.9865168539,2377.01348314607,32309.6481481481,1225.35185185185,0.037925261402826,1
"156",1368,9,"Sat",2016-05-21,2016,1899-12-31 01:45:00,"Collingwood","Geelong",59864,"M.C.G.",5.51,1.15,"186.5",1.15,5.51,4.36,50394.4829157175,9469.51708428246,57107.1149425287,2756.88505747126,0.048275684391441,1
"157",1378,8,"Fri",2016-05-13,2016,1899-12-31 07:20:00,"Adelaide","Geelong",53141,"Adelaide",1.89,1.91,"194.5",1.89,1.91,0.02,43516.4,9624.6,46719.6666666667,6421.33333333334,0.137443902995883,7
"158",1385,7,"Sat",2016-05-07,2016,1899-12-31 02:10:00,"Geelong","West Coast",25429,"Kardinia",1.5,2.58,"182.5",1.5,2.58,1.08,24884.9718309859,544.028169014084,24884.9718309859,544.028169014084,0.0218617152837874,2
"159",1391,6,"Sat",2016-04-30,2016,1899-12-31 07:25:00,"Geelong","Gold Coast",23007,"Kardinia",1.08,7.62,"182.5",1.08,7.62,6.54,24884.9718309859,-1877.97183098592,24884.9718309859,-1877.97183098592,-0.0754661023424399,7
"160",1401,5,"Sat",2016-04-23,2016,1899-12-31 07:15:00,"Port Adelaide","Geelong",43984,"Adelaide",2.16,1.7,"187.5",1.7,2.16,0.46,43516.4,467.599999999999,40427.5357142857,3556.46428571428,0.087971334954694,7
"161",1413,4,"Sat",2016-04-16,2016,1899-12-31 01:45:00,"Essendon","Geelong",42723,"M.C.G.",10.34,1.04,"180.5",1.04,10.34,9.3,50394.4829157175,-7671.48291571754,61878.2051282051,-19155.2051282051,-0.3095630373977,1
"162",1415,3,"Sun",2016-04-10,2016,1899-12-31 04:40:00,"Geelong","Brisbane Lions",23320,"Kardinia",1.04,11.7,"191.5",1.04,11.7,10.66,24884.9718309859,-1564.97183098592,24884.9718309859,-1564.97183098592,-0.0628882299572173,4
"163",1426,2,"Sun",2016-04-03,2016,1899-12-31 01:10:00,"Greater Western Sydney","Geelong",13656,"Manuka",2.66,1.46,"182.5",1.46,2.66,1.2,10349.7083333333,3306.29166666667,10313.8095238095,3342.19047619048,0.324050048478693,1
"164",1433,1,"Mon",2016-03-28,2016,1899-12-31 03:20:00,"Geelong","Hawthorn",74218,"M.C.G.",2.12,1.71,"188.5",1.71,2.12,0.41,50394.4829157175,23823.5170842825,63025.65,11192.35,0.177584047130018,3
"165",1446,23,"Sat",2017-08-26,2017,1899-12-31 07:25:00,"Geelong","Greater Western Sydney",30087,"Kardinia",2.21,1.66,"167.5",1.66,2.21,0.55,24884.9718309859,5202.02816901408,24884.9718309859,5202.02816901408,0.209042959917547,7
"166",1457,22,"Sat",2017-08-19,2017,1899-12-31 02:10:00,"Collingwood","Geelong",47889,"M.C.G.",2.57,1.5,"176.5",1.5,2.57,1.07,50394.4829157175,-2505.48291571754,57107.1149425287,-9218.11494252874,-0.161417976583227,2
"167",1466,21,"Sat",2017-08-12,2017,1899-12-31 02:10:00,"Geelong","Richmond",32266,"Kardinia",2.25,1.64,"158.5",1.64,2.25,0.61,24884.9718309859,7381.02816901408,24884.9718309859,7381.02816901408,0.296605847864512,2
"168",1477,20,"Fri",2017-08-04,2017,1899-12-31 07:50:00,"Geelong","Sydney",30833,"Kardinia",2.27,1.63,"157.5",1.63,2.27,0.64,24884.9718309859,5948.02816901408,24884.9718309859,5948.02816901408,0.239020892183925,7
"169",1481,19,"Sat",2017-07-29,2017,1899-12-31 07:25:00,"Carlton","Geelong",35460,"Docklands",3.71,1.27,"170.5",1.27,3.71,2.44,31157.9865168539,4302.01348314607,32309.6481481481,3150.35185185185,0.09750498790351,7
"170",1495,18,"Fri",2017-07-21,2017,1899-12-31 07:20:00,"Adelaide","Geelong",50464,"Adelaide",1.52,2.53,"183.5",1.52,2.53,1.01,43516.4,6947.6,46719.6666666667,3744.33333333334,0.0801446928131622,7
"171",1503,17,"Sat",2017-07-15,2017,1899-12-31 01:45:00,"Geelong","Hawthorn",70345,"M.C.G.",1.36,3.13,"184.5",1.36,3.13,1.77,50394.4829157175,19950.5170842825,63025.65,7319.35,0.116132876059192,1
"172",1508,16,"Sat",2017-07-08,2017,1899-12-31 07:25:00,"Brisbane Lions","Geelong",18769,"Gabba",4.11,1.23,"193.5",1.23,4.11,2.88,20680.4862385321,-1911.48623853211,20786.5428571429,-2017.54285714286,-0.097060048465422,7
"173",1518,15,"Sat",2017-07-01,2017,1899-12-31 07:25:00,"Greater Western Sydney","Geelong",15007,"Sydney",1.3,3.48,"183.5",1.3,3.48,2.18,10800.6603773585,4206.33962264151,10800.6603773585,4206.33962264151,0.389452077528453,7
"174",1525,14,"Sun",2017-06-25,2017,1899-12-31 01:10:00,"Geelong","Fremantle",29928,"Kardinia",1.04,10.14,"176.5",1.04,10.14,9.1,24884.9718309859,5043.02816901408,24884.9718309859,5043.02816901408,0.202653561485437,1
"175",1537,13,"Thu",2017-06-15,2017,1899-12-31 06:10:00,"West Coast","Geelong",35719,"Subiaco",2.2,1.67,"175.5",1.67,2.2,0.53,35153.3529411765,565.647058823532,36141.247311828,-422.247311827959,-0.0116832523289746,6
"176",1549,11,"Fri",2017-06-02,2017,1899-12-31 07:50:00,"Geelong","Adelaide",30458,"Kardinia",2.1,1.72,"194.5",1.72,2.1,0.38,24884.9718309859,5573.02816901408,24884.9718309859,5573.02816901408,0.223951556259137,7
"177",1559,10,"Thu",2017-05-25,2017,1899-12-31 07:20:00,"Geelong","Port Adelaide",24909,"Kardinia",1.68,2.18,"187.5",1.68,2.18,0.5,24884.9718309859,24.0281690140837,24884.9718309859,24.0281690140837,0.000965569468082123,7
"178",1567,9,"Fri",2017-05-19,2017,1899-12-31 07:50:00,"Geelong","Western Bulldogs",30275,"Kardinia",1.91,1.88,"164.5",1.88,1.91,0.03,24884.9718309859,5390.02816901408,24884.9718309859,5390.02816901408,0.216597720327841,7
"179",1572,8,"Sat",2017-05-13,2017,1899-12-31 07:25:00,"Essendon","Geelong",57173,"M.C.G.",3.35,1.32,"188.5",1.32,3.35,2.03,50394.4829157175,6778.51708428246,61878.2051282051,-4705.20512820513,-0.0760397803791567,7
"180",1580,7,"Sat",2017-05-06,2017,1899-12-31 07:25:00,"Gold Coast","Geelong",13648,"Carrara",2.63,1.49,"195.5",1.49,2.63,1.14,14013.1604938272,-365.160493827161,14048.65,-400.65,-0.0285187544710701,7
"181",1587,6,"Sun",2017-04-30,2017,1899-12-31 03:20:00,"Geelong","Collingwood",46457,"M.C.G.",1.28,3.67,"185.5",1.28,3.67,2.39,50394.4829157175,-3937.48291571754,63025.65,-16568.65,-0.262887411712533,3
"182",1598,5,"Sun",2017-04-23,2017,1899-12-31 03:20:00,"St Kilda","Geelong",33884,"Docklands",2.57,1.5,"194.5",1.5,2.57,1.07,31157.9865168539,2726.01348314607,30626.3473684211,3257.65263157895,0.106367651107423,3
"183",1604,4,"Mon",2017-04-17,2017,1899-12-31 03:20:00,"Hawthorn","Geelong",62360,"M.C.G.",2.87,1.42,"191.5",1.42,2.87,1.45,50394.4829157175,11965.5170842825,49782.9508196721,12577.0491803279,0.25263767963224,3
"184",1618,3,"Sat",2017-04-08,2017,1899-12-31 04:35:00,"Geelong","Melbourne",29733,"Docklands",1.4,2.96,"194.5",1.4,2.96,1.56,31157.9865168539,-1424.98651685393,39256,-9523,-0.242587120440187,4
"185",1624,2,"Sun",2017-04-02,2017,1899-12-31 01:10:00,"Geelong","North Melbourne",30917,"Docklands",1.18,4.86,"201.5",1.18,4.86,3.68,31157.9865168539,-240.986516853933,39256,-8339,-0.212426125942531,1
"186",1631,1,"Sun",2017-03-26,2017,1899-12-31 04:40:00,"Fremantle","Geelong",34638,"Subiaco",2.23,1.66,"175.5",1.66,2.23,0.57,35153.3529411765,-515.352941176468,34175.9680851064,462.031914893618,0.0135192048910816,4
"187",1647,23,"Sat",2018-08-25,2018,1899-12-31 01:45:00,"Geelong","Gold Coast",28004,"Kardinia",1.01,14.79,"179.5",1.01,14.79,13.78,24884.9718309859,3119.02816901408,24884.9718309859,3119.02816901408,0.125337821967328,1
"188",1655,22,"Sat",2018-08-18,2018,1899-12-31 02:10:00,"Geelong","Fremantle",24507,"Kardinia",1.05,9.4,"151.5",1.05,9.4,8.35,24884.9718309859,-377.971830985916,24884.9718309859,-377.971830985916,-0.01518875864329,2
"189",1665,21,"Sat",2018-08-11,2018,1899-12-31 01:45:00,"Hawthorn","Geelong",59529,"M.C.G.",2.51,1.51,"159.5",1.51,2.51,1,50394.4829157175,9134.51708428246,49782.9508196721,9746.04918032787,0.195770821533477,1
"190",1675,20,"Fri",2018-08-03,2018,1899-12-31 07:50:00,"Richmond","Geelong",67054,"M.C.G.",1.4,2.87,"151.5",1.4,2.87,1.47,50394.4829157175,16659.5170842825,50149.0454545455,16904.9545454545,0.337094243613809,7
"191",1682,19,"Sat",2018-07-28,2018,1899-12-31 02:10:00,"Geelong","Brisbane Lions",28226,"Kardinia",1.17,4.95,"180.5",1.17,4.95,3.78,24884.9718309859,3341.02816901408,24884.9718309859,3341.02816901408,0.134258868834802,2
"192",1689,18,"Sat",2018-07-21,2018,1899-12-31 07:25:00,"Geelong","Melbourne",30125,"Kardinia",1.5,2.55,"163.5",1.5,2.55,1.05,24884.9718309859,5240.02816901408,24884.9718309859,5240.02816901408,0.210569985957926,7
"193",1702,17,"Thu",2018-07-12,2018,1899-12-31 07:20:00,"Adelaide","Geelong",46095,"Adelaide",1.98,1.82,"158.5",1.82,1.98,0.16,43516.4,2578.6,46719.6666666667,-624.666666666664,-0.0133705291847116,7
"194",1711,16,"Thu",2018-07-05,2018,1899-12-31 07:20:00,"Sydney","Geelong",34363,"S.C.G.",1.67,2.18,"156.5",1.67,2.18,0.51,29955.7356321839,4407.26436781609,29955.7356321839,4407.26436781609,0.147125893415918,7
"195",1719,15,"Fri",2018-06-29,2018,1899-12-31 07:50:00,"Western Bulldogs","Geelong",29499,"Docklands",5.18,1.16,"157.5",1.16,5.18,4.02,31157.9865168539,-1658.98651685393,28841.2391304348,657.760869565216,0.0228062624698782,7
"196",1727,13,"Sun",2018-06-17,2018,1899-12-31 03:20:00,"Geelong","Richmond",46423,"M.C.G.",2.39,1.58,"133.5",1.58,2.39,0.81,50394.4829157175,-3971.48291571754,63025.65,-16602.65,-0.263426874613749,3
"197",1738,12,"Sat",2018-06-09,2018,1899-12-31 01:45:00,"Geelong","North Melbourne",31265,"Kardinia",1.43,2.81,"157.5",1.43,2.81,1.38,24884.9718309859,6380.02816901408,24884.9718309859,6380.02816901408,0.25638076716928,1
"198",1745,11,"Sat",2018-06-02,2018,1899-12-31 04:35:00,"Gold Coast","Geelong",17490,"Carrara",3.38,1.32,"164.5",1.32,3.38,2.06,14013.1604938272,3476.83950617284,14048.65,3441.35,0.244959480092393,4
"199",1752,10,"Sat",2018-05-26,2018,1899-12-31 07:25:00,"Geelong","Carlton",31090,"Kardinia",1.07,8.86,"164.5",1.07,8.86,7.79,24884.9718309859,6205.02816901408,24884.9718309859,6205.02816901408,0.249348410404379,7
"200",1762,9,"Sat",2018-05-19,2018,1899-12-31 04:35:00,"Essendon","Geelong",50228,"M.C.G.",4.94,1.18,"169.5",1.18,4.94,3.76,50394.4829157175,-166.482915717541,61878.2051282051,-11650.2051282051,-0.188276390759349,4
"201",1766,8,"Sun",2018-05-13,2018,1899-12-31 03:20:00,"Collingwood","Geelong",44602,"M.C.G.",2.3,1.62,"172.5",1.62,2.3,0.68,50394.4829157175,-5792.48291571754,57107.1149425287,-12505.1149425287,-0.218976478764749,3
"202",1783,7,"Fri",2018-05-04,2018,1899-12-31 07:50:00,"Geelong","Greater Western Sydney",25079,"Kardinia",1.39,3.05,"159.5",1.39,3.05,1.66,24884.9718309859,194.028169014084,24884.9718309859,194.028169014084,0.00779700175398577,7
"203",1791,6,"Sat",2018-04-28,2018,1899-12-31 01:45:00,"Geelong","Sydney",31036,"Kardinia",1.45,2.74,"167.5",1.45,2.74,1.29,24884.9718309859,6151.02816901408,24884.9718309859,6151.02816901408,0.247178426031209,1
"204",1798,5,"Sat",2018-04-21,2018,1899-12-31 07:10:00,"Port Adelaide","Geelong",45372,"Adelaide",1.47,2.66,"177.5",1.47,2.66,1.19,43516.4,1855.6,40427.5357142857,4944.46428571428,0.122304369988277,7
"205",1802,4,"Sun",2018-04-15,2018,1899-12-31 04:40:00,"Geelong","St Kilda",27338,"Kardinia",1.27,3.74,"177.5",1.27,3.74,2.47,24884.9718309859,2453.02816901408,24884.9718309859,2453.02816901408,0.0985746813649054,4
"206",1811,3,"Sun",2018-04-08,2018,1899-12-31 02:40:00,"West Coast","Geelong",54535,"Perth",1.84,1.95,"189.5",1.84,1.95,0.11,46893.0434782609,7641.95652173913,53249.9090909091,1285.09090909091,0.0241332038125546,2
"207",1820,2,"Mon",2018-04-02,2018,1899-12-31 03:20:00,"Geelong","Hawthorn",73189,"M.C.G.",1.7,2.15,"186.5",1.7,2.15,0.45,50394.4829157175,22794.5170842825,63025.65,10163.35,0.161257361090286,3
"208",1830,1,"Sun",2018-03-25,2018,1899-12-31 03:20:00,"Melbourne","Geelong",54112,"M.C.G.",1.71,2.15,"179.5",1.71,2.15,0.44,50394.4829157175,3717.51708428246,35367.7023809524,18744.2976190476,0.529983469583326,3
